galaxies.source.turnover_radius,galaxies.source.centre.centre_0,galaxies.source.centre.centre_1,galaxies.source.z_centre,galaxies.source.effective_radius,galaxies.source.phi,galaxies.source.inclination,galaxies.source.intensity,galaxies.source.maximum_velocity,galaxies.source.velocity_dispersion,   log_likelihood,         log_prior,    log_posterior,weight
               0.97512996218551,               0.13733644513768,              -0.05152798345336,        22.2037870755782,            0.024019269832275012, -85.24676505745877,           35.0166992787821,    0.0022569013077166403,              246.10038366412584,                  48.70899602574325,4667715.265967752,484.71863065486036,4668199.984598407,   1.0
