4.662591443031828299e-08,3.042290535077678310e-09,-1.331970815130507588e-08,-4.473626573411317797e-07,3.114432372649454516e-08,-3.032874435255936001e-06,5.171451730078419559e-06,4.574296904751041427e-07,6.164343352043038897e-05,3.608556981387817180e-06
3.042290535077671279e-09,3.697219796047642814e-06,1.707834945560654925e-06,-8.467861017897505100e-07,-9.757777295828863982e-07,8.616396896369899925e-05,3.005070749274668337e-04,-1.090717222656095709e-05,-6.827188085053232562e-04,-2.552621962682860438e-04
-1.331970815130507918e-08,1.707834945560654713e-06,1.052304668973802250e-05,1.636422637077555152e-06,-1.393818946477449614e-06,1.186675927373340546e-03,3.839555347402540033e-03,-1.412873333510715331e-05,-6.153141111215915809e-03,6.450294545572031642e-04
-4.473626573411317267e-07,-8.467861017897502982e-07,1.636422637077552611e-06,1.838605092793231099e-03,-9.541095862061266775e-07,-2.952882969532923552e-03,1.672782937712157967e-03,-5.854366097832888723e-06,-6.244998069261132288e-03,-1.095458692990202657e-03
3.114432372649453193e-08,-9.757777295828863982e-07,-1.393818946477449614e-06,-9.541095862061266775e-07,3.704756014037162282e-06,-3.160636272149399783e-04,1.135013347556570285e-04,7.559895577976216246e-06,-4.779888236979577061e-04,1.249026531543376674e-04
-3.032874435255938542e-06,8.616396896369901280e-05,1.186675927373340763e-03,-2.952882969532923552e-03,-3.160636272149400326e-04,4.065247685630328789e-01,3.170024556283410067e-01,-7.783051728553552154e-04,-4.545794631371730121e-01,1.081992326406825550e-01
5.171451730078421253e-06,3.005070749274668337e-04,3.839555347402540033e-03,1.672782937712157317e-03,1.135013347556570150e-04,3.170024556283410067e-01,1.864881246409573645e+00,-2.947003293870537402e-03,-3.031858918821659810e+00,3.433747089667350538e-01
4.574296904751041427e-07,-1.090717222656095878e-05,-1.412873333510715331e-05,-5.854366097832888723e-06,7.559895577976217940e-06,-7.783051728553549986e-04,-2.947003293870537836e-03,2.214305576570982869e-04,1.054925741408405636e-02,1.229198827945026697e-02
6.164343352043038897e-05,-6.827188085053232562e-04,-6.153141111215915809e-03,-6.244998069261134023e-03,-4.779888236979575977e-04,-4.545794631371731231e-01,-3.031858918821658921e+00,1.054925741408405636e-02,7.050542048259001326e+00,-5.756043435397437680e-01
3.608556981387851485e-06,-2.552621962682857727e-04,6.450294545572034894e-04,-1.095458692990201356e-03,1.249026531543376132e-04,1.081992326406825550e-01,3.433747089667349983e-01,1.229198827945026697e-02,-5.756043435397438790e-01,2.804472159891625349e+00
