galaxies.source.pixelization.regularization.inner_coefficient,    log_likelihood,          log_prior,     log_posterior,weight
                                           0.9146344091889291, 252206.1021060864,0.08923084634808812,252206.19133693274,   1.0
                                           0.9146344091889291, 252206.1021060864,0.08923084634808812,252206.19133693274,   1.0
                                           0.9146344191889292,252206.10210608548,0.08923083541475793, 252206.1913369209,   1.0
                                         -0.08536559081107081,               nan,               -inf,               nan,   1.0
                                         -0.08536558081107082,               nan,               -inf,               nan,   1.0
                                           0.9146344091889291, 252206.1021060864,0.08923084634808812,252206.19133693274,   1.0
                                           0.9146344191889292,252206.10210608548,0.08923083541475793, 252206.1913369209,   1.0
                                           0.9146344091889291, 252206.1021060864,0.08923084634808812,252206.19133693274,   1.0
