galaxies.source.turnover_radius,galaxies.source.centre.centre_0,galaxies.source.centre.centre_1,galaxies.source.z_centre,galaxies.source.effective_radius,galaxies.source.phi,galaxies.source.inclination,galaxies.source.intensity,galaxies.source.maximum_velocity,galaxies.source.velocity_dispersion,  log_likelihood,         log_prior,    log_posterior,weight
               0.03255332024018,               -0.0086125544101,               0.11823869433505,       15.37228460163188,             0.02406100632075746, -140.4137312232469,          74.28096081074574,       0.2650829871809748,               405.2670303094028,                  28.95238823515478,4671477.39913914,45.333425000964844,4671522.732564141,   1.0
